time,x,y,z,roll,pitch,yaw,u,v,w,p,q,r,x_ref,y_ref,z_ref,yaw_ref,tracking_error_m,velocity_error,yaw_error,reward,T1,T2,T3,T4,T5,T6,controller_wall_time_s,controller_cpu_time_s,controller_frequency_hz,controller_prepare_time_s,controller_solver_time_s,controller_post_time_s,controller_success
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.7853982,0.0,0.2179449498653412,-0.7853981852531433,0.9957591127769034,2.266199,-1.9707468,2.069977,-1.7745246,0.010997701,0.17107244,0.00010050000855699182,9.999999999998899e-05,9950.247909013036,5.499983672052622e-06,8.454197086393833e-05,7.6669966802001e-06,1
0.1,0.00019983639,0.00010906976,-0.0015724278,-0.00015821624,6.8877296e-07,0.0019675754,0.0019983638,0.0010906976,-0.015724279,-0.0015821623,6.88773e-06,0.019675754,0.014999437,0.0149977505,-0.005,0.7852294,0.021270854398608208,0.2126692235469818,-0.7832618355751038,0.9891609532099402,2.3030543,-1.9681062,2.0486586,-1.7137103,0.044921726,0.18081741,2.3667002096772194e-05,2.3999999999996247e-05,42252.92227173902,3.2500247471034527e-06,1.2833974324166775e-05,6.62502134218812e-06,1
0.2,0.0006205862,0.000356121,-0.004608336,-0.00043720272,2.2269176e-06,0.0057618297,0.004212372,0.002467032,-0.030358685,-0.002789891,9.378319e-06,0.037942544,0.029995501,0.029982002,-0.01,0.7847227,0.042067188769578934,0.2081022411584854,-0.7789608836174011,0.9804150977974486,2.3342626,-1.9599974,2.0234663,-1.6492013,0.08182069,0.18594763,1.891603460535407e-05,1.8999999999991246e-05,52865.20250480806,2.707995008677244e-06,1.087499549612403e-05,4.624947905540466e-06,1
0.30000000000000004,0.001301009,0.00077461894,-0.00899234,-0.00080323475,9.182872e-06,0.011207155,0.006828326,0.004164872,-0.043838214,-0.0036604416,4.575243e-05,0.05445328,0.044984814,0.044939276,-0.015,0.78387684,0.06240900233387947,0.2039211094379425,-0.7726696729660034,0.9697331236636942,2.3600578,-1.9470235,1.9951073,-1.5820731,0.121115126,0.18693735,1.7874990589916706e-05,1.8999999999991246e-05,55944.085395161026,2.416956704109907e-06,1.033296575769782e-05,4.415982402861118e-06,1
0.4,0.002291896,0.0014028198,-0.014605879,-0.0012273164,2.8039487e-05,0.018106718,0.009979164,0.0062156534,-0.056130324,-0.00424145,0.00013314642,0.06899576,0.059964005,0.059856102,-0.02,0.78269005,0.08229188621044159,0.19983194768428802,-0.7645833492279053,0.9573183939758023,2.3806705,-1.929774,1.9642341,-1.5133377,0.16222529,0.18418358,1.8040998838841915e-05,1.6999999999989246e-05,55429.303495492706,2.541986759752035e-06,1.0416959412395954e-05,4.417030140757561e-06,1
0.5,0.003652893,0.0022842344,-0.02133013,-0.0016858324,6.5848806e-05,0.026255798,0.013769211,0.008648803,-0.06723155,-0.004587445,0.0002780779,0.0814912,0.07492971,0.074719064,-0.025,0.7811596,0.10168901830911636,0.19557064771652222,-0.7549037933349609,0.9433591956583969,2.3962743,-1.9088079,1.9313941,-1.4439278,0.2045795,0.17800304,1.5457975678145885e-05,1.6000000000016e-05,64691.52370408863,2.2500171326100826e-06,8.750008419156075e-06,3.958994057029486e-06,1
0.6000000000000001,0.0054473053,0.0034672173,-0.029048486,-0.0021605045,0.00012880299,0.035453256,0.018253585,0.011484769,-0.07716311,-0.004752777,0.0004744873,0.09197551,0.08987855,0.089514785,-0.03,0.7792819,0.12055590003728867,0.190935418009758,-0.7438286542892456,0.9280259117528324,2.404196,-1.8818014,1.8942318,-1.3718371,0.24763809,0.16865139,1.47090177051723e-05,1.3999999999986246e-05,67985.50522162732,1.9579892978072166e-06,8.457980584353209e-06,3.7499703466892242e-06,1
0.7000000000000001,0.0077370084,0.00500364,-0.03764855,-0.0026376173,0.0002212297,0.0455074,0.02343832,0.014728732,-0.08596603,-0.004784079,0.0007070448,0.10054322,0.10480717,0.10422995,-0.035,0.7770529,0.13883620500564575,0.18579727411270142,-0.7315454483032227,0.9114698228523098,2.4048307,-1.8494402,1.853396,-1.2980055,0.29092145,0.15635163,1.466704998165369e-05,1.4999999999987246e-05,68180.03628888236,2.00001522898674e-06,8.417002391070127e-06,3.833032678812742e-06,1
0.8,0.010576568,0.0069470094,-0.04702365,-0.0031072334,0.00034469864,0.05624223,0.029271003,0.01836901,-0.09369638,-0.0047199083,0.00095154176,0.10735118,0.119712204,0.11885131,-0.04,0.7744673,0.15646882355213165,0.18010810017585754,-0.7182250618934631,0.8938224946395816,2.400958,-1.8146904,1.8118583,-1.2255906,0.33401424,0.14130187,1.4874967746436596e-05,1.4999999999987246e-05,67227.03652514186,2.040993422269821e-06,8.333008736371994e-06,4.00003045797348e-06,1
0.9,0.0140088005,0.009350423,-0.057073858,-0.0035624872,0.00049771124,0.06750314,0.03565372,0.022378927,-0.10042073,-0.0045913556,0.0011802166,0.112613305,0.13459031,0.13336572,-0.045,0.77151924,0.17339399456977844,0.17388689517974854,-0.7040160894393921,0.8751982703368382,2.3927047,-1.7777623,1.7698846,-1.1549422,0.37656194,0.123678595,1.5790981706231833e-05,1.5999999999988246e-05,63327.28506710605,1.915963366627693e-06,8.417002391070127e-06,4.959001671522856e-06,1
